app_pkg,arpu,click_num,country_code,data_date,fill_num,imp_uv,lc,placement_id,request_num,revenue,show_num,uv
com.apps.go.clean.boost.master,0.0,2,ZW,2019-01-24,49,12,,157095,49,0.00022,48,25
com.apps.go.clean.boost.master,0.0,1,ZW,2019-01-24,22,4,,148006,22,0.0,4,19
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,7,0,,138896,7,0.0,0,2
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,3,0,,146374,3,0.0,0,1
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,5,0,,140508,5,0.0,0,5
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,20,3,,150593,20,0.0,7,10
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,55,3,,140363,55,0.0,3,49
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,11,2,,140834,11,0.0,2,11
com.apps.go.clean.boost.master,0.04,1,ZW,2019-01-24,9,2,,149178,9,0.00328,3,8
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,60,6,,147539,60,0.0,79,13
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,36,5,,150175,36,0.0,52,20
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,102,22,,140712,102,0.0,49,77
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,8,2,,150612,8,0.0,2,8
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,1,1,,148004,1,0.0,1,1
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,3,0,,150589,3,0.0,0,2
com.apps.go.clean.boost.master,0.0,1,ZW,2019-01-24,90,15,,150604,90,0.00092,17,72
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,33,1,,138919,33,0.0,72,1
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,15,0,,140596,15,0.0,0,14
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,37,7,,150611,37,0.0,8,33
com.apps.go.clean.boost.master,0.0,1,ZW,2019-01-24,70,12,,150599,70,0.00101,15,60
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,1,0,,138893,1,0.0,0,2
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,7,1,,140064,7,0.0,1,6
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,58,12,,150609,58,0.0,16,45
com.apps.go.clean.boost.master,0.01,5,ZW,2019-01-24,175,20,,140828,175,0.00845,23,132
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,69,2,,150603,69,0.0,2,56
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,9,0,,150592,9,0.0,0,8
com.apps.go.clean.boost.master,0.0,1,ZW,2019-01-24,29,3,,139749,29,0.0,28,4
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,3,1,,147472,3,0.0,1,3
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,11,1,,138899,11,0.0,1,5
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,5,0,,150588,5,0.0,0,2
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,1,0,,150587,1,0.0,0,1
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,15,2,,150608,15,0.0,3,14
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,1,0,,146790,1,0.0,0,1
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,1,0,,148950,1,0.0,0,1
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,1,0,,147543,1,0.0,0,2
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,2,0,,148442,2,0.0,0,2
com.apps.go.clean.boost.master,0.0,0,ZW,2019-01-24,78,17,,138900,78,0.0,26,54
com.apps.go.clean.boost.master,0.0,0,ZM,2019-01-24,1,0,,150578,1,0.0,0,1
com.apps.go.clean.boost.master,0.0,0,ZM,2019-01-24,35,1,,138899,35,0.0,1,16
com.apps.go.clean.boost.master,0.0,0,ZM,2019-01-24,2,2,,150588,4,0.0,6,3
com.apps.go.clean.boost.master,0.0,1,ZM,2019-01-24,1,1,,150587,1,0.0,1,1
com.apps.go.clean.boost.master,0.0,1,ZM,2019-01-24,31,4,,150608,31,0.0,5,30
com.apps.go.clean.boost.master,0.0,0,ZM,2019-01-24,4,1,,146790,15,0.0,2,4
com.apps.go.clean.boost.master,0.0,0,ZM,2019-01-24,8,0,,148950,8,0.0,0,8
com.apps.go.clean.boost.master,0.0,0,ZM,2019-01-24,3,1,,147543,17,0.0,3,4
com.apps.go.clean.boost.master,0.0,0,ZM,2019-01-24,1,0,,148442,1,0.0,0,2
